hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
Bauru Basket2023Praia Clube2023,Bauru Basket2023Praia Clube20232,2023-07-25,2,2023,Bauru Basket2023,Praia Clube2023,20,12,2,8,3,4,8,10,15,18,0,4,7,14,1,2,19.4,23.88,21.64,20,15,5,35,11,6.0
Bauru Basket2023Praia Clube2023,Bauru Basket2023Praia Clube20233,2023-07-25,3,2023,Bauru Basket2023,Praia Clube2023,18,21,2,6,6,15,0,0,21,13,4,11,1,2,7,9,21.0,13.96,17.48,18,21,-3,39,8,11.0
Bauru Basket2023Praia Clube2023,Bauru Basket2023Praia Clube20234,2023-07-25,4,2023,Bauru Basket2023,Praia Clube2023,5,14,1,10,0,4,2,2,22,19,4,8,4,11,2,2,12.88,19.88,16.38,5,22,-17,27,-9,8.0
Pato Basquete2023Rio Claro Basquete2023,Pato Basquete2023Rio Claro Basquete20231,2023-07-25,1,2023,Pato Basquete2023,Rio Claro Basquete2023,17,13,3,8,1,5,6,6,13,19,2,7,3,12,1,2,15.64,18.88,17.259999999999998,17,13,4,30,4,0.0
Pato Basquete2023Rio Claro Basquete2023,Pato Basquete2023Rio Claro Basquete20232,2023-07-25,2,2023,Pato Basquete2023,Rio Claro Basquete2023,15,15,1,8,4,7,4,5,16,17,1,9,4,8,5,6,20.2,22.64,21.42,15,16,-1,31,3,4.0
Pato Basquete2023Rio Claro Basquete2023,Pato Basquete2023Rio Claro Basquete20233,2023-07-25,3,2023,Pato Basquete2023,Rio Claro Basquete2023,16,20,2,7,5,13,0,0,11,19,1,5,4,14,0,0,19.0,17.0,18.0,16,11,5,27,8,3.0
Pato Basquete2023Rio Claro Basquete2023,Pato Basquete2023Rio Claro Basquete20234,2023-07-25,4,2023,Pato Basquete2023,Rio Claro Basquete2023,15,18,1,8,5,10,2,2,10,17,0,6,5,11,0,0,17.88,17.0,17.439999999999998,15,10,5,25,13,8.0
IVV/CETAF2023SESI Franca2023,IVV/CETAF2023SESI Franca20231,2023-07-25,1,2023,IVV/CETAF2023,SESI Franca2023,9,11,0,6,3,5,3,3,15,16,0,5,6,11,3,6,15.32,16.64,15.98,9,15,-6,24,-6,0.0
IVV/CETAF2023SESI Franca2023,IVV/CETAF2023SESI Franca20232,2023-07-25,2,2023,IVV/CETAF2023,SESI Franca2023,8,16,0,6,4,10,0,0,14,14,2,8,2,6,4,6,20.0,17.64,18.82,8,14,-6,22,-12,-6.0
IVV/CETAF2023SESI Franca2023,IVV/CETAF2023SESI Franca20233,2023-07-25,3,2023,IVV/CETAF2023,SESI Franca2023,2,15,0,11,1,4,0,0,13,17,1,4,5,13,0,0,14.0,16.0,15.0,2,13,-11,15,-23,-12.0
IVV/CETAF2023SESI Franca2023,IVV/CETAF2023SESI Franca20234,2023-07-25,4,2023,IVV/CETAF2023,SESI Franca2023,8,13,0,6,4,7,0,2,22,13,2,5,6,8,4,6,15.88,18.64,17.26,8,22,-14,30,-37,-23.0
Caxias2023São Paulo FC2023,Caxias2023São Paulo FC20231,2023-07-25,1,2023,Caxias2023,São Paulo FC2023,26,19,3,9,7,10,3,4,12,13,1,6,2,7,5,10,23.76,16.4,20.08,26,12,14,38,14,0.0
Caxias2023São Paulo FC2023,Caxias2023São Paulo FC20232,2023-07-25,2,2023,Caxias2023,São Paulo FC2023,18,16,1,10,5,6,5,7,17,20,1,5,6,15,2,3,18.08,21.32,19.7,18,17,1,35,15,14.0
Caxias2023São Paulo FC2023,Caxias2023São Paulo FC20233,2023-07-25,3,2023,Caxias2023,São Paulo FC2023,22,19,3,10,5,9,3,3,13,14,0,3,4,11,5,7,24.32,20.08,22.2,22,13,9,35,24,15.0
Caxias2023São Paulo FC2023,Caxias2023São Paulo FC20234,2023-07-25,4,2023,Caxias2023,São Paulo FC2023,16,17,1,6,4,11,5,7,12,17,2,7,3,10,0,0,19.08,20.0,19.54,16,12,4,28,28,24.0
Paulistano2023Thalia/PH.D Esportes2023,Paulistano2023Thalia/PH.D Esportes20231,2023-07-25,1,2023,Paulistano2023,Thalia/PH.D Esportes2023,18,18,2,9,6,9,0,0,13,13,1,6,3,7,4,4,20.0,13.76,16.88,18,13,5,31,5,0.0
Paulistano2023Thalia/PH.D Esportes2023,Paulistano2023Thalia/PH.D Esportes20232,2023-07-25,2,2023,Paulistano2023,Thalia/PH.D Esportes2023,19,20,1,6,8,14,0,1,14,13,1,6,4,7,3,3,18.44,14.32,16.380000000000003,19,14,5,33,10,5.0
Paulistano2023Thalia/PH.D Esportes2023,Paulistano2023Thalia/PH.D Esportes20233,2023-07-25,3,2023,Paulistano2023,Thalia/PH.D Esportes2023,14,16,2,5,3,11,2,3,16,15,0,1,7,14,2,2,21.32,16.880000000000003,19.1,14,16,-2,30,8,10.0
Paulistano2023Thalia/PH.D Esportes2023,Paulistano2023Thalia/PH.D Esportes20234,2023-07-25,4,2023,Paulistano2023,Thalia/PH.D Esportes2023,21,14,3,9,3,5,6,9,15,10,1,3,4,7,4,5,19.96,19.2,19.58,21,15,6,36,14,8.0
São José Basketball2023UNIFACISA2023,São José Basketball2023UNIFACISA20231,2023-07-25,1,2023,São José Basketball2023,UNIFACISA2023,19,13,2,6,4,7,5,7,14,18,1,5,5,13,1,2,15.079999999999998,20.88,17.979999999999997,19,14,5,33,5,0.0
São José Basketball2023UNIFACISA2023,São José Basketball2023UNIFACISA20232,2023-07-25,2,2023,São José Basketball2023,UNIFACISA2023,20,17,0,7,7,10,6,9,16,14,1,3,5,11,3,4,19.96,19.76,19.86,20,16,4,36,9,5.0
São José Basketball2023UNIFACISA2023,São José Basketball2023UNIFACISA20233,2023-07-25,3,2023,São José Basketball2023,UNIFACISA2023,21,21,2,8,6,13,3,4,10,15,1,4,3,11,1,4,24.76,14.760000000000002,19.76,21,10,11,31,20,9.0
São José Basketball2023UNIFACISA2023,São José Basketball2023UNIFACISA20234,2023-07-25,4,2023,São José Basketball2023,UNIFACISA2023,22,16,2,9,6,7,4,4,3,9,0,2,1,7,1,4,15.760000000000002,13.76,14.760000000000002,22,3,19,25,39,20.0
R10 Score Vasco da Gama2023União Corinthians2023,R10 Score Vasco da Gama2023União Corinthians20231,2023-07-25,1,2023,R10 Score Vasco da Gama2023,União Corinthians2023,15,21,1,7,6,14,0,2,18,12,1,1,6,11,3,3,18.88,14.32,16.6,15,18,-3,33,-3,0.0
R10 Score Vasco da Gama2023União Corinthians2023,R10 Score Vasco da Gama2023União Corinthians20232,2023-07-25,2,2023,R10 Score Vasco da Gama2023,União Corinthians2023,18,13,2,2,4,11,4,6,11,15,0,3,5,12,1,3,19.64,14.32,16.98,18,11,7,29,4,-3.0
R10 Score Vasco da Gama2023União Corinthians2023,R10 Score Vasco da Gama2023União Corinthians20233,2023-07-25,3,2023,R10 Score Vasco da Gama2023,União Corinthians2023,15,18,1,5,6,13,0,0,22,18,1,4,9,14,1,2,17.0,15.88,16.439999999999998,15,22,-7,37,-3,4.0
R10 Score Vasco da Gama2023União Corinthians2023,R10 Score Vasco da Gama2023União Corinthians20234,2023-07-25,4,2023,R10 Score Vasco da Gama2023,União Corinthians2023,28,13,2,6,5,7,12,17,13,19,3,12,2,7,0,2,22.48,24.88,23.68,28,13,15,41,12,-3.0
B.Cearense2023Bauru Basket2023,B.Cearense2023Bauru Basket20231,2023-07-26,1,2023,B.Cearense2023,Bauru Basket2023,17,18,1,2,7,16,0,1,7,14,1,6,2,8,0,0,17.44,14.0,15.72,17,7,10,24,10,0.0
B.Cearense2023Bauru Basket2023,B.Cearense2023Bauru Basket20232,2023-07-26,2,2023,B.Cearense2023,Bauru Basket2023,6,15,0,9,3,6,0,1,24,16,4,9,4,7,4,5,16.439999999999998,17.2,16.82,6,24,-18,30,-8,10.0
B.Cearense2023Bauru Basket2023,B.Cearense2023Bauru Basket20233,2023-07-26,3,2023,B.Cearense2023,Bauru Basket2023,13,14,0,1,4,13,5,8,20,16,2,4,6,12,2,2,18.52,18.88,18.7,13,20,-7,33,-15,-8.0
B.Cearense2023Bauru Basket2023,B.Cearense2023Bauru Basket20234,2023-07-26,4,2023,B.Cearense2023,Bauru Basket2023,11,16,1,8,2,8,4,4,21,21,5,12,3,9,0,0,17.76,19.0,18.380000000000003,11,21,-10,32,-25,-15.0
Caixa Brasília Basquete2023Flamengo2023,Caixa Brasília Basquete2023Flamengo20231,2023-07-26,1,2023,Caixa Brasília Basquete2023,Flamengo2023,12,15,0,6,5,9,2,3,18,21,2,10,6,11,0,2,17.32,21.88,19.6,12,18,-6,30,-6,0.0
Caixa Brasília Basquete2023Flamengo2023,Caixa Brasília Basquete2023Flamengo20232,2023-07-26,2,2023,Caixa Brasília Basquete2023,Flamengo2023,14,16,0,3,7,13,0,0,22,22,2,8,7,14,2,5,21.0,20.2,20.6,14,22,-8,36,-14,-6.0
Caixa Brasília Basquete2023Flamengo2023,Caixa Brasília Basquete2023Flamengo20233,2023-07-26,3,2023,Caixa Brasília Basquete2023,Flamengo2023,19,16,2,8,5,8,3,5,17,18,3,9,3,9,2,2,19.2,20.88,20.04,19,17,2,36,-12,-14.0
Caixa Brasília Basquete2023Flamengo2023,Caixa Brasília Basquete2023Flamengo20234,2023-07-26,4,2023,Caixa Brasília Basquete2023,Flamengo2023,11,13,0,5,3,8,5,9,23,17,1,4,9,13,2,2,18.96,20.88,19.92,11,23,-12,34,-24,-12.0
Corinthians2023IVV/CETAF2023,Corinthians2023IVV/CETAF20231,2023-07-26,1,2023,Corinthians2023,IVV/CETAF2023,24,18,4,10,5,8,2,2,10,17,0,7,5,10,0,2,18.88,16.88,17.88,24,10,14,34,14,0.0
Corinthians2023IVV/CETAF2023,Corinthians2023IVV/CETAF20232,2023-07-26,2,2023,Corinthians2023,IVV/CETAF2023,11,17,0,6,5,11,1,1,11,16,3,11,0,5,2,2,17.44,16.88,17.16,11,11,0,22,14,14.0
Corinthians2023IVV/CETAF2023,Corinthians2023IVV/CETAF20233,2023-07-26,3,2023,Corinthians2023,IVV/CETAF2023,14,16,2,11,2,5,4,4,9,17,1,5,2,12,2,3,17.76,18.32,18.04,14,9,5,23,19,14.0
Corinthians2023IVV/CETAF2023,Corinthians2023IVV/CETAF20234,2023-07-26,4,2023,Corinthians2023,IVV/CETAF2023,18,18,3,9,3,9,3,4,11,14,1,4,4,10,0,0,15.760000000000002,15.0,15.38,18,11,7,29,26,19.0
Cerrado2023Mogi2023,Cerrado2023Mogi20231,2023-07-26,1,2023,Cerrado2023,Mogi2023,16,16,2,9,5,7,0,2,21,19,3,9,4,10,4,7,20.88,18.08,19.48,16,21,-5,37,-5,0.0
Cerrado2023Mogi2023,Cerrado2023Mogi20232,2023-07-26,2,2023,Cerrado2023,Mogi2023,15,13,1,7,5,6,2,5,18,17,2,6,5,11,2,4,18.2,20.76,19.48,15,18,-3,33,-8,-5.0
Cerrado2023Mogi2023,Cerrado2023Mogi20233,2023-07-26,3,2023,Cerrado2023,Mogi2023,16,15,3,7,3,8,1,2,16,16,3,5,3,11,1,3,17.880000000000003,18.32,18.1,16,16,0,32,-8,-8.0
Cerrado2023Mogi2023,Cerrado2023Mogi20234,2023-07-26,4,2023,Cerrado2023,Mogi2023,13,17,2,13,2,4,3,4,16,14,2,11,2,3,6,10,20.76,18.4,19.58,13,16,-3,29,-11,-8.0
Caxias2023Paulistano2023,Caxias2023Paulistano20231,2023-07-26,1,2023,Caxias2023,Paulistano2023,18,17,1,6,7,11,1,2,21,20,2,8,6,12,3,4,18.88,20.76,19.82,18,21,-3,39,-3,0.0
Caxias2023Paulistano2023,Caxias2023Paulistano20232,2023-07-26,2,2023,Caxias2023,Paulistano2023,17,15,1,4,5,11,4,4,17,16,4,8,2,8,1,1,14.760000000000002,16.44,15.6,17,17,0,34,-3,-3.0
Caxias2023Paulistano2023,Caxias2023Paulistano20233,2023-07-26,3,2023,Caxias2023,Paulistano2023,11,20,1,5,3,15,2,6,12,12,0,4,3,8,6,12,24.64,20.28,22.46,11,12,-1,23,-4,-3.0
Caxias2023Paulistano2023,Caxias2023Paulistano20234,2023-07-26,4,2023,Caxias2023,Paulistano2023,13,12,1,8,3,4,4,5,20,15,1,5,4,10,9,14,21.2,21.16,21.18,13,20,-7,33,-11,-4.0
Minas2023Pinheiros2023,Minas2023Pinheiros20231,2023-07-26,1,2023,Minas2023,Pinheiros2023,7,17,1,10,1,7,2,4,15,23,1,7,6,16,0,0,17.76,21.0,19.380000000000003,7,15,-8,22,-8,0.0
Minas2023Pinheiros2023,Minas2023Pinheiros20232,2023-07-26,2,2023,Minas2023,Pinheiros2023,11,13,1,6,2,7,4,9,13,17,2,8,3,9,1,4,21.96,21.76,21.86,11,13,-2,24,-10,-8.0
Minas2023Pinheiros2023,Minas2023Pinheiros20233,2023-07-26,3,2023,Minas2023,Pinheiros2023,14,13,2,7,3,6,2,2,20,21,2,8,6,13,2,2,14.88,22.88,18.88,14,20,-6,34,-16,-10.0
Minas2023Pinheiros2023,Minas2023Pinheiros20234,2023-07-26,4,2023,Minas2023,Pinheiros2023,13,19,0,7,6,12,1,1,15,17,1,5,6,12,0,0,16.44,17.0,16.72,13,15,-2,28,-18,-16.0
Pato Basquete2023SESI Franca2023,Pato Basquete2023SESI Franca20231,2023-07-26,1,2023,Pato Basquete2023,SESI Franca2023,3,12,0,6,1,6,1,2,26,20,6,12,4,8,0,0,15.88,21.0,18.44,3,26,-23,29,-23,0.0
Pato Basquete2023SESI Franca2023,Pato Basquete2023SESI Franca20232,2023-07-26,2,2023,Pato Basquete2023,SESI Franca2023,21,17,4,8,3,9,3,5,16,16,2,7,5,9,0,0,20.2,16.0,18.1,21,16,5,37,-18,-23.0
Pato Basquete2023SESI Franca2023,Pato Basquete2023SESI Franca20233,2023-07-26,3,2023,Pato Basquete2023,SESI Franca2023,14,17,3,12,2,5,1,2,23,18,4,9,5,9,1,1,18.88,21.44,20.16,14,23,-9,37,-27,-18.0
Pato Basquete2023SESI Franca2023,Pato Basquete2023SESI Franca20234,2023-07-26,4,2023,Pato Basquete2023,SESI Franca2023,15,14,1,4,4,10,4,5,14,12,0,2,7,10,0,0,17.2,17.0,17.1,15,14,1,29,-26,-27.0
Praia Clube2023São José Basketball2023,Praia Clube2023São José Basketball20231,2023-07-26,1,2023,Praia Clube2023,São José Basketball2023,14,21,2,10,4,11,0,0,21,15,2,4,7,11,1,1,18.0,19.44,18.72,14,21,-7,35,-7,0.0
Praia Clube2023São José Basketball2023,Praia Clube2023São José Basketball20232,2023-07-26,2,2023,Praia Clube2023,São José Basketball2023,25,15,2,6,8,9,3,4,20,11,0,2,7,9,6,8,21.76,18.52,20.14,25,20,5,45,-2,-7.0
Praia Clube2023São José Basketball2023,Praia Clube2023São José Basketball20233,2023-07-26,3,2023,Praia Clube2023,São José Basketball2023,27,17,2,6,8,11,5,8,23,17,3,6,5,11,4,6,21.52,20.64,21.08,27,23,4,50,2,-2.0
Praia Clube2023São José Basketball2023,Praia Clube2023São José Basketball20234,2023-07-26,4,2023,Praia Clube2023,São José Basketball2023,25,16,3,8,6,8,4,5,22,17,2,6,6,11,4,7,23.2,25.08,24.14,25,22,3,47,5,2.0
AABJ Joinville2023São Paulo FC2023,AABJ Joinville2023São Paulo FC20231,2023-07-26,1,2023,AABJ Joinville2023,São Paulo FC2023,11,16,0,7,5,9,1,2,19,16,5,10,2,6,0,0,18.88,16.0,17.439999999999998,11,19,-8,30,-8,0.0
AABJ Joinville2023São Paulo FC2023,AABJ Joinville2023São Paulo FC20232,2023-07-26,2,2023,AABJ Joinville2023,São Paulo FC2023,17,14,1,3,5,11,4,4,17,18,1,6,7,12,0,3,19.76,20.32,20.04,17,17,0,34,-8,-8.0
AABJ Joinville2023São Paulo FC2023,AABJ Joinville2023São Paulo FC20233,2023-07-26,3,2023,AABJ Joinville2023,São Paulo FC2023,23,17,2,7,7,10,3,5,12,16,0,6,5,10,2,3,23.2,21.32,22.26,23,12,11,35,3,-8.0
AABJ Joinville2023São Paulo FC2023,AABJ Joinville2023São Paulo FC20234,2023-07-26,4,2023,AABJ Joinville2023,São Paulo FC2023,14,12,2,6,3,6,2,2,17,13,3,7,3,6,2,4,17.880000000000003,14.76,16.32,14,17,-3,31,0,3.0
AABJ Joinville2023São Paulo FC2023,AABJ Joinville2023São Paulo FC2023OT1,2023-07-26,OT1,2023,AABJ Joinville2023,São Paulo FC2023,9,5,0,2,2,3,5,6,16,10,3,5,1,5,5,6,10.64,15.64,13.14,9,16,-7,25,-14,-7.0
R10 Score Vasco da Gama2023Thalia/PH.D Esportes2023,R10 Score Vasco da Gama2023Thalia/PH.D Esportes20231,2023-07-26,1,2023,R10 Score Vasco da Gama2023,Thalia/PH.D Esportes2023,18,21,3,7,4,14,1,1,21,15,1,4,7,11,4,4,19.44,17.76,18.6,18,21,-3,39,-3,0.0
R10 Score Vasco da Gama2023Thalia/PH.D Esportes2023,R10 Score Vasco da Gama2023Thalia/PH.D Esportes20232,2023-07-26,2,2023,R10 Score Vasco da Gama2023,Thalia/PH.D Esportes2023,17,13,2,4,3,9,5,10,10,17,1,6,3,11,1,2,18.4,21.88,20.14,17,10,7,27,4,-3.0
R10 Score Vasco da Gama2023Thalia/PH.D Esportes2023,R10 Score Vasco da Gama2023Thalia/PH.D Esportes20233,2023-07-26,3,2023,R10 Score Vasco da Gama2023,Thalia/PH.D Esportes2023,17,20,2,9,5,11,1,1,12,13,1,6,4,7,1,2,20.44,14.88,17.66,17,12,5,29,9,4.0
R10 Score Vasco da Gama2023Thalia/PH.D Esportes2023,R10 Score Vasco da Gama2023Thalia/PH.D Esportes20234,2023-07-26,4,2023,R10 Score Vasco da Gama2023,Thalia/PH.D Esportes2023,24,16,2,8,6,8,6,7,12,16,0,3,4,13,4,8,24.08,20.52,22.3,24,12,12,36,21,9.0
Botafogo2023UNIFACISA2023,Botafogo2023UNIFACISA20231,2023-07-26,1,2023,Botafogo2023,UNIFACISA2023,17,19,1,4,7,15,0,0,28,27,2,6,10,21,2,4,20.0,21.76,20.880000000000003,17,28,-11,45,-11,0.0
Botafogo2023UNIFACISA2023,Botafogo2023UNIFACISA20232,2023-07-26,2,2023,Botafogo2023,UNIFACISA2023,13,17,0,5,5,12,3,4,23,18,2,6,6,12,5,8,22.76,22.52,22.64,13,23,-10,36,-21,-11.0
Botafogo2023UNIFACISA2023,Botafogo2023UNIFACISA20233,2023-07-26,3,2023,Botafogo2023,UNIFACISA2023,21,13,3,6,3,7,6,13,18,12,1,5,4,7,7,12,23.72,23.28,23.5,21,18,3,39,-18,-21.0
Botafogo2023UNIFACISA2023,Botafogo2023UNIFACISA20234,2023-07-26,4,2023,Botafogo2023,UNIFACISA2023,21,18,0,6,7,12,7,9,21,16,1,3,6,13,6,14,29.96,24.16,27.06,21,21,0,42,-18,-18.0
Rio Claro Basquete2023União Corinthians2023,Rio Claro Basquete2023União Corinthians20231,2023-07-26,1,2023,Rio Claro Basquete2023,União Corinthians2023,33,19,5,10,9,9,0,0,20,21,2,6,7,15,0,0,20.0,18.0,19.0,33,20,13,53,13,0.0
Rio Claro Basquete2023União Corinthians2023,Rio Claro Basquete2023União Corinthians20232,2023-07-26,2,2023,Rio Claro Basquete2023,União Corinthians2023,24,13,2,5,7,8,4,7,18,18,2,10,5,8,2,3,20.08,20.32,20.2,24,18,6,42,19,13.0
Rio Claro Basquete2023União Corinthians2023,Rio Claro Basquete2023União Corinthians20233,2023-07-26,3,2023,Rio Claro Basquete2023,União Corinthians2023,22,18,3,10,6,8,1,1,23,18,3,4,6,14,2,4,22.44,21.76,22.1,22,23,-1,45,18,19.0
Rio Claro Basquete2023União Corinthians2023,Rio Claro Basquete2023União Corinthians20234,2023-07-26,4,2023,Rio Claro Basquete2023,União Corinthians2023,20,20,3,7,4,13,3,3,22,14,3,5,5,9,3,4,21.32,18.76,20.04,20,22,-2,42,16,18.0
Paulistano2023SESI Franca2023,Paulistano2023SESI Franca20231,2023-08-29,1,2023,Paulistano2023,SESI Franca2023,15,15,1,3,5,12,2,6,11,16,0,5,4,11,3,5,19.64,20.2,19.92,15,11,4,26,4,0.0
Paulistano2023SESI Franca2023,Paulistano2023SESI Franca20232,2023-08-29,2,2023,Paulistano2023,SESI Franca2023,7,17,0,6,3,11,1,2,15,17,2,6,3,11,3,5,18.88,21.2,20.04,7,15,-8,22,-4,4.0
Paulistano2023SESI Franca2023,Paulistano2023SESI Franca20233,2023-08-29,3,2023,Paulistano2023,SESI Franca2023,18,16,3,7,4,9,1,2,21,13,4,7,2,6,5,6,19.88,16.64,18.26,18,21,-3,39,-7,-4.0
Paulistano2023SESI Franca2023,Paulistano2023SESI Franca20234,2023-08-29,4,2023,Paulistano2023,SESI Franca2023,18,20,2,8,5,12,2,4,21,13,2,6,3,7,9,12,22.76,19.28,21.020000000000003,18,21,-3,39,-10,-7.0
Minas2023Paulistano2023,Minas2023Paulistano20231,2023-08-30,1,2023,Minas2023,Paulistano2023,21,20,0,8,9,12,3,6,10,20,1,10,3,10,1,1,20.64,21.44,21.04,21,10,11,31,11,0.0
Minas2023Paulistano2023,Minas2023Paulistano20232,2023-08-30,2,2023,Minas2023,Paulistano2023,7,16,1,7,2,9,0,0,30,20,5,13,6,7,3,4,16.0,19.76,17.880000000000003,7,30,-23,37,-12,11.0
Minas2023Paulistano2023,Minas2023Paulistano20233,2023-08-30,3,2023,Minas2023,Paulistano2023,14,13,1,6,4,7,3,5,20,11,3,6,3,5,5,7,21.2,18.08,19.64,14,20,-6,34,-18,-12.0
Minas2023Paulistano2023,Minas2023Paulistano20234,2023-08-30,4,2023,Minas2023,Paulistano2023,15,16,1,6,3,10,6,8,17,14,1,5,5,9,4,7,21.52,20.08,20.8,15,17,-2,32,-20,-18.0
Caxias2023Pinheiros2023,Caxias2023Pinheiros20231,2023-08-30,1,2023,Caxias2023,Pinheiros2023,19,17,3,7,3,10,4,4,28,15,5,7,4,8,5,9,21.76,22.96,22.36,19,28,-9,47,-9,0.0
Caxias2023Pinheiros2023,Caxias2023Pinheiros20232,2023-08-30,2,2023,Caxias2023,Pinheiros2023,15,14,2,6,3,8,3,6,21,17,3,9,3,8,6,6,20.64,20.64,20.64,15,21,-6,36,-15,-9.0
Caxias2023Pinheiros2023,Caxias2023Pinheiros20233,2023-08-30,3,2023,Caxias2023,Pinheiros2023,16,17,1,6,4,11,5,12,19,18,3,7,4,11,2,3,16.28,22.32,19.3,16,19,-3,35,-18,-15.0
Caxias2023Pinheiros2023,Caxias2023Pinheiros20234,2023-08-30,4,2023,Caxias2023,Pinheiros2023,9,15,0,3,4,12,1,2,25,16,0,2,8,14,9,11,20.880000000000003,20.84,20.86,9,25,-16,34,-34,-18.0
Praia Clube2023SESI Franca2023,Praia Clube2023SESI Franca20231,2023-08-30,1,2023,Praia Clube2023,SESI Franca2023,19,17,2,8,5,9,3,4,12,21,0,5,5,16,2,3,21.76,22.32,22.04,19,12,7,31,7,0.0
Praia Clube2023SESI Franca2023,Praia Clube2023SESI Franca20232,2023-08-30,2,2023,Praia Clube2023,SESI Franca2023,12,15,0,6,5,9,2,2,20,13,2,6,5,7,4,5,19.880000000000003,18.2,19.04,12,20,-8,32,-1,7.0
Praia Clube2023SESI Franca2023,Praia Clube2023SESI Franca20233,2023-08-30,3,2023,Praia Clube2023,SESI Franca2023,15,20,2,7,3,13,3,3,20,19,2,9,7,10,0,1,22.32,16.44,19.380000000000003,15,20,-5,35,-6,-1.0
Praia Clube2023SESI Franca2023,Praia Clube2023SESI Franca20234,2023-08-30,4,2023,Praia Clube2023,SESI Franca2023,14,10,2,5,2,5,4,5,18,14,0,3,7,11,4,5,16.2,18.2,17.2,14,18,-4,32,-10,-6.0
Corinthians2023São José Basketball2023,Corinthians2023São José Basketball20231,2023-08-30,1,2023,Corinthians2023,São José Basketball2023,23,22,1,6,6,16,8,11,12,18,0,4,6,14,0,0,20.84,25.0,22.92,23,12,11,35,11,0.0
Corinthians2023São José Basketball2023,Corinthians2023São José Basketball20232,2023-08-30,2,2023,Corinthians2023,São José Basketball2023,19,21,1,8,8,13,0,0,20,16,0,4,7,12,6,7,22.0,19.08,20.54,19,20,-1,39,10,11.0
Corinthians2023São José Basketball2023,Corinthians2023São José Basketball20233,2023-08-30,3,2023,Corinthians2023,São José Basketball2023,12,20,0,4,5,16,2,3,18,14,1,3,6,11,3,5,19.32,20.2,19.76,12,18,-6,30,4,10.0
Corinthians2023São José Basketball2023,Corinthians2023São José Basketball20234,2023-08-30,4,2023,Corinthians2023,São José Basketball2023,24,16,0,3,10,13,4,9,16,18,0,5,5,13,6,9,24.96,24.96,24.96,24,16,8,40,12,4.0
Corinthians2023Pinheiros2023,Corinthians2023Pinheiros20231,2023-08-31,1,2023,Corinthians2023,Pinheiros2023,22,17,3,9,5,8,3,7,22,18,1,5,6,13,7,9,23.08,24.96,24.02,22,22,0,44,0,0.0
Corinthians2023Pinheiros2023,Corinthians2023Pinheiros20232,2023-08-31,2,2023,Corinthians2023,Pinheiros2023,21,19,3,7,6,12,0,0,16,15,0,3,5,12,6,6,18.0,18.64,18.32,21,16,5,37,5,0.0
Corinthians2023Pinheiros2023,Corinthians2023Pinheiros20233,2023-08-31,3,2023,Corinthians2023,Pinheiros2023,20,19,3,9,5,10,1,4,18,21,2,10,6,11,0,0,14.760000000000002,19.0,16.880000000000003,20,18,2,38,7,5.0
Corinthians2023Pinheiros2023,Corinthians2023Pinheiros20234,2023-08-31,4,2023,Corinthians2023,Pinheiros2023,17,13,3,5,2,8,4,7,26,19,1,7,5,12,13,17,21.08,22.48,21.78,17,26,-9,43,-2,7.0
Paulistano2023Praia Clube2023,Paulistano2023Praia Clube20231,2023-08-31,1,2023,Paulistano2023,Praia Clube2023,16,17,3,9,3,8,1,2,14,18,1,5,3,13,5,9,19.88,20.96,20.42,16,14,2,30,2,0.0
Paulistano2023Praia Clube2023,Paulistano2023Praia Clube20232,2023-08-31,2,2023,Paulistano2023,Praia Clube2023,25,20,4,9,5,11,3,3,13,14,3,6,2,8,0,2,22.32,15.88,19.1,25,13,12,38,14,2.0
Paulistano2023Praia Clube2023,Paulistano2023Praia Clube20233,2023-08-31,3,2023,Paulistano2023,Praia Clube2023,16,17,4,11,1,6,2,2,15,12,3,7,3,5,0,0,15.88,15.0,15.44,16,15,1,31,15,14.0
Paulistano2023Praia Clube2023,Paulistano2023Praia Clube20234,2023-08-31,4,2023,Paulistano2023,Praia Clube2023,26,14,4,8,4,6,6,9,12,17,0,6,3,11,6,10,20.96,23.4,22.18,26,12,14,38,29,15.0
Minas2023SESI Franca2023,Minas2023SESI Franca20231,2023-08-31,1,2023,Minas2023,SESI Franca2023,10,14,2,5,2,9,0,0,21,18,0,0,10,18,1,2,16.0,18.88,17.439999999999998,10,21,-11,31,-11,0.0
Minas2023SESI Franca2023,Minas2023SESI Franca20232,2023-08-31,2,2023,Minas2023,SESI Franca2023,13,20,1,10,3,10,4,7,35,20,5,8,7,12,6,9,28.08,23.96,26.02,13,35,-22,48,-33,-11.0
Minas2023SESI Franca2023,Minas2023SESI Franca20233,2023-08-31,3,2023,Minas2023,SESI Franca2023,9,15,1,9,2,6,2,6,14,15,1,4,5,11,1,5,20.64,18.2,19.42,9,14,-5,23,-38,-33.0
Minas2023SESI Franca2023,Minas2023SESI Franca20234,2023-08-31,4,2023,Minas2023,SESI Franca2023,23,19,2,12,5,7,7,9,13,8,2,3,2,5,3,4,24.96,15.76,20.36,23,13,10,36,-28,-38.0
